업소명,소재지도로명,업태명,주된음식,영업장면적(㎡),행정동명,소재지전화번호
나미,"서울특별시 송파구 올림픽로43길 88, (풍납동)",일식,"탕,구이",475.61,풍납2동,230106181
금강산,"서울특별시 송파구 올림픽로43길 88, (풍납동)",한식,우거지,610,풍납2동,230106191
충무로 부산복집,"서울특별시 송파구 중대로27길 9-1, (오금동)",한식,"복,탕",329.9,오금동,02 4043227
스시미노루,"서울특별시 송파구 백제고분로 508, 지상1층 (방이동)",일식,회전초밥,244,방이2동,02 4187711
하나로,"서울특별시 송파구 마천로 331, 1,2층 (마천동)",중국식,짜장면,199.68,마천1동,
봉피양,"서울특별시 송파구 양재대로71길 5, 지상1층 (방이동)",한식,"돼지갈비, 설렁탕",240.54,방이1동,02 4155527
골드러쉬,"서울특별시 송파구 송파대로28길 11, 캘리포니아관광호텔 지하3층 B302호 (가락동)",경양식,스테이크,47.04,가락본동,
논현삼계탕,"서울특별시 송파구 송이로 138, 수빌딩 1층 101호 (가락동)",한식,삼계탕,198.34,가락본동,02 4183377
미가우,"서울특별시 송파구 오금로46길 5, 지상1층 (가락동)",한식,정식,127.9,가락본동,
류화(방이본점),"서울특별시 송파구 오금로15길 7, 지상1층 (방이동)",일식,회정식,125.76,방이2동,02 4209704
신서방 부대찌개,"서울특별시 송파구 오금로46길 16, (가락동)",한식,부대찌개,74.65,가락2동,02 4493670
유한회사 성전일식,"서울특별시 송파구 양재대로 932, 가락동 농수산물도매시장 가락몰4관 1층 (가락동)",일식,일식,128.85,가락본동,02 4072981
유한가락마당,"서울특별시 송파구 양재대로 932, 가락동 농수산물도매시장 가락몰 4관 3층 002-1호 (가락동)",한식,생태아구찌게,156.11,가락본동,02 4092107
매드포갈릭 롯데캐슬 잠실점,"서울특별시 송파구 올림픽로 269, 지상2층 (신천동, 롯데캐슬골드 캐슬플라자 201~2,210~5호)",경양식,스테이크,320.66,잠실4동,221462401
담소 소사골 순대 육개장 방이점,"서울특별시 송파구 오금로11길 8, 지상1층 (방이동)",기타,참치회,99,방이2동,02 4213737
더컨벤션 교통회관,"서울특별시 송파구 올림픽로 319, (신천동)",뷔페식,부페,1334.06,잠실6동,02 4143611
닭누리정,"서울특별시 송파구 중대로20길 28, 지상1층 (가락동)",한식,콩비지전골,129.91,가락2동,02 4201254
연화산,"서울특별시 송파구 오금로46길 34, (가락동)",중국식,자장면,198.9,가락2동,234020538
명동찌게마을,"서울특별시 송파구 오금로13길 3-20, 지상1층 (방이동)",한식,낙지해물,99.12,방이2동,02 4170355
그랑차오,"서울특별시 송파구 위례성대로 114, 1층 (방이동)",중국식,누룽지탕,399.89,방이1동,234310607
아구세상,"서울특별시 송파구 양재대로62길 8, 지상1층 (가락동)",한식,수제비,132,가락본동,02 4316938
알천생태찌개,"서울특별시 송파구 백제고분로9길 6, A동 지상1층 (잠실동)",한식,불고기,148,잠실본동,222026633
보승회관 방이점,"서울특별시 송파구 오금로 101, 지상1층 (방이동)",한식,굴밥,110,방이2동,02 4251221
성산포,"서울특별시 송파구 백제고분로23길 34, 1층 (삼전동)",한식,"생선회,매운탕",130,삼전동,02 4186850
유한회사 유정씨푸드,"서울특별시 송파구 양재대로 932, 가락동 농수산물도매시장 가락몰 4관 3층 1-1호 (가락동)",한식,정식,174.72,가락본동,02 4032221
오발탄(주)에이치알푸드,"서울특별시 송파구 위례성대로 206, (오금동)",한식,"양구이, 양대창",495,오금동,02 4040090
소미연,"서울특별시 송파구 가락로 86, 1층 (석촌동)",한식,짜장면,176.4,석촌동,02 4138887
흥부골 숯불돼지 왕갈비,"서울특별시 송파구 백제고분로33길 35, (석촌동)",한식,갈비탕,279.55,석촌동,02 4180003
마스타하이볼 잠실새내점,"서울특별시 송파구 백제고분로7길 26, 1층 (잠실동)",호프/통닭,설렁탕,189.84,잠실본동,02 4250334
유천냉면,"서울특별시 송파구 강동대로3길 22, 1층 (풍납동)",한식,냉면,337,풍납1동,02 4194000
명륜진사갈비 마천점,"서울특별시 송파구 성내천로 236, (마천동)",한식,돼지갈비,174.5,마천1동,234018181
투뿔 한우천국,"서울특별시 송파구 오금로15길 9, 2층 (방이동)",한식,"복,매운탕",138.6,방이2동,02  425 1005
동경,"서울특별시 송파구 양재대로 1164, 지상2층 (오금동)",한식,샤브샤브,149.17,오금동,02 4040036
명륜진사갈비 송파방이점,"서울특별시 송파구 백제고분로50길 12, 지상1층 (방이동)",한식,숯불소고기구이,165,방이1동,02 4249279
망부석 방이점,"서울특별시 송파구 올림픽로32길 20, (방이동,지상2층)",한식,"닭발, 통닭",284.8,방이1동,
뽕사부,"서울특별시 송파구 백제고분로 498, 1층 (방이동)",한식,토시살,351.65,방이2동,02 4165391
풍년갈비,"서울특별시 송파구 바람드리28길 5, (풍납동)",한식,돼지갈비,68.6,풍납1동,02 4751512
남원월매추어탕,"서울특별시 송파구 백제고분로40길 4-3, (석촌동)",한식,추어탕,112.7,석촌동,02  417 2020
24시뼈다귀탕,"서울특별시 송파구 백제고분로 162, 대양빌딩 104호105호 (잠실동)",한식,뼈다귀감자탕,93.96,잠실본동,02  417 4686
뚱가의정부부대찌게,"서울특별시 송파구 양재대로62길 42, (가락동)",정종/대포집/소주방,부대찌개,102.3,가락본동,02 4072883
어양,"서울특별시 송파구 위례성대로 14, 지하1층 (방이동)",한식,"팔보채, 탕수육",902.52,방이2동,02 4228886
유모멘트(주) 아펠가모 잠실점,"서울특별시 송파구 올림픽로35길 137, 지하1층 (신천동)",기타,"한식,양식",1740.71,잠실4동,02  21442202
화로숯불구이&돌판구이,"서울특별시 송파구 올림픽로 553, (풍납동,지상1,2,3층)",한식,숯불구이,1193.39,풍납2동,02 4883737
마싯소,"서울특별시 송파구 오금로11길 49, 지상1층 101호 (방이동, 보보스타워)",한식,소고기,211.18,방이2동,02 4254200
체크메이트,"서울특별시 송파구 송파대로30길 19, (가락동,1층)",한식,설렁탕,120.26,가락본동,
청년감자탕,"서울특별시 송파구 오금로19길 5, (방이동)",한식,한우등심,97.5,방이2동,02 4176636
깐부치킨,"서울특별시 송파구 백제고분로7길 19, (잠실동)",한식,해물탕,114.62,잠실본동,02 4188181
(양)동촌,"서울특별시 송파구 거마로 22, (거여동,지상1층.2층)",한식,돈까스,163.23,거여1동,02 4431797
일식호림,"서울특별시 송파구 석촌호수로 176, 2층 (삼전동)",일식,생선회,806.59,삼전동,02 4153413
부산회집,"서울특별시 송파구 올림픽로35길 94, (신천동,장미C상가 2,3,4호)",일식,생선회,216,잠실4동,02 4184624
잠실고박사,"서울특별시 송파구 백제고분로7길 8, (잠실동)",한식,"갈비,등심",99.09,잠실본동,02 4131711
잠실영양센타,"서울특별시 송파구 백제고분로7길 14, (잠실동)",분식,삼계탕,252.03,잠실본동,02 4243996
주식회사 산들해(송파),"서울특별시 송파구 위례성대로 6, (방이동,2층)",한식,한정식,610,방이1동,02 4013678
찐심맥주 방이점,"서울특별시 송파구 오금로15길 16, (방이동,1층)",한식,갈비,70,방이1동,
제일곱창,"서울특별시 송파구 오금로15길 5-24, 1층 (방이동)",한식,갈비탕,140,방이2동,
명가칼국수,"서울특별시 송파구 올림픽로 289, (신천동,(시그마타워 B1-120))",한식,백반정식,80.4,잠실6동,234312624
교촌치킨 올림픽공원점,"서울특별시 송파구 올림픽로 505, 유원빌딩 1층 (풍납동)",한식,"보쌈,오리고기",102.3,풍납1동,02 4873392
야키토리 잔잔 방이직영점,"서울특별시 송파구 오금로13길 9, 석정빌딩 1층 101호 (방이동)",한식,양념갈비,99,방이2동,02 4211363
명동찌개마을,"서울특별시 송파구 송이로 102, 지상1층 (가락동)",한식,돼지갈비,172.64,가락본동,
사랑채,"서울특별시 송파구 석촌호수로18길 9, (석촌동)",한식,고기,280.72,석촌동,02 4225111
그램그램 천호역점,"서울특별시 송파구 올림픽로 613, 지상1층 (풍납동)",한식,소고기,32.39,풍납1동,02   4779279
